sentence,label
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Pot has been the number one cash crop in California for over 20 years - it benefits everyone via regulation, taxation, education, savings in enforcement and incarceration costs. And since California did not need to be first, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Pot has been the number one cash crop in California for over 20 years - it benefits everyone via regulation, taxation, education, savings in enforcement and incarceration costs. And since California should have been first, Colorado didn't go too far with pot.",1
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. Dual citizens do not have true allegiance to either country and get away without paying taxes. And since dual citizens shouldn't be able to choose their loyalty, Dual citizenship should not be allowed.",0
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. Dual citizens do not have true allegiance to either country and get away without paying taxes. And since dual citizens can choose their loyalty, Dual citizenship should not be allowed.",1
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? There aren't enough American citizens willing to work on farms. And since there won't be a decrease of farms so that there are enough American citizens to work on them, Farms couldn't survive without illegal labor.",0
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? There aren't enough American citizens willing to work on farms. And since there will be a decrease of farms until there are enough American citizens to work on them, Farms couldn't survive without illegal labor.",1
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. Disasters can strike at anytime in the USA so a government program is needed. And since FEMA has succeeded at the time of disaster, We need FEMA.",0
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. Disasters can strike at anytime in the USA so a government program is needed. And since FEMA has failed at the time of disaster, We need FEMA.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Diet is particular to the individual, each person needs to decide what works best for them. And since most people  properly think about diet, and adding restrictions would not force them to do so, Veganism is not good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Diet is particular to the individual, each person needs to decide what works best for them. And since most people don't ever even properly think about diet, and adding restrictions forces them to do so, Veganism is not good for everyone.",1
"Are Family Vacations Worth It? Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids? If you do not vacation with children, it could lead them to believe that they are not loved by their parents. And since children should be coddled all the time, Parents should make vacation with kids.",0
"Are Family Vacations Worth It? Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids? If you do not vacation with children, it could lead them to believe that they are not loved by their parents. And since children shouldn't be coddled all the time, Parents should make vacation with kids.",1
"Should We Stop Taxing Capital Gains? Would eliminating taxes on investment and savings help the economy grow or simply create more inequality? Corporations and the rich should have to earn their lower tax rate. And since they can't earn it by creating more jobs with the money, Do not stop taxing capital gains.",0
"Should We Stop Taxing Capital Gains? Would eliminating taxes on investment and savings help the economy grow or simply create more inequality? Corporations and the rich should have to earn their lower tax rate. And since they can earn it by creating more jobs with the money, Do not stop taxing capital gains.",1
"Are 'Starchitects' Ruining Cities? Are superstar architects, who often work in cities they know little about, creating buildings that don't mesh well with the surroundings? If you don't judge by personal taste, New York has amazing architecture. And since that architecture fits in with the traditional style, 'Starchitects' are not ruining cities.",0
"Are 'Starchitects' Ruining Cities? Are superstar architects, who often work in cities they know little about, creating buildings that don't mesh well with the surroundings? If you don't judge by personal taste, New York has amazing architecture. And since that architecture does not fit in with the traditional style, 'Starchitects' are not ruining cities.",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? If they play for high school team maybe they can overcome the prejudice of being home schooled. And since their parents do not allow them to attend public school for a specific reason, this reason wouldn't still be present in the athletic programs, Home-schoolers should play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? If they play for high school team maybe they can overcome the prejudice of being home schooled. And since their parents do not allow them to attend public school for a reason, this reason would still be present in the athletic programs, Home-schoolers should play for high school teams.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries provide access to books to minority children. And since books available to all smart devices don't feel the same as printed books, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries provide access to books to minority children. And since books are now avaliable to all smart devices, We need libraries.",1
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Farmer's should pay viable wages to American workers despite the higher prices that would result, America's history shows they will do the work. And since there are American workers wanted to work on a farm, Farms could survive without illegal labor.",0
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Farmer's should pay viable wages to American workers despite the higher prices that would result, America's history shows they will do the work. And since those there aren't American workers wanted to work on a farm, Farms could survive without illegal labor.",1
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? College students deserve a wage, even if they are unskilled. And since the best way for them to get that wage is not to earn it by paying their dues as an intern, Unpaid internship exploit college students.",0
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? College students deserve a wage, even if they are unskilled. And since the best way for them to get that wage is to earn it by paying their dues as an intern, Unpaid internship exploit college students.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Language programs assist in communication between international companies. And since globalization is providing domestic jobs, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Language programs assist in communication between international companies. And since globalization is killing domestic jobs, Colleges need humanities programs.",1
"Can a Royal Couple Be a Modern Family? The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife. Kate and William appear to have a normal, modern relationship that does not seem to be threatened by outsiders. And since they do not exist in a bubble and have faced the same trials as an average modern couple, Royal Couple could be a modern family.",0
"Can a Royal Couple Be a Modern Family? The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife. Kate and William appear to have a normal, modern relationship that does not seem to be threatened by outsiders. And since they exist in a bubble and have not faced the same trials as an average modern couple, Royal Couple could be a modern family.",1
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Farms depend on having a supply of unskilled workers who will work seasonal jobs with long hours and bad conditions without advancement opportunities. And since there is no class of Americans who've demonstrated they're okay with long hours and bad conditions, Farms couldn't survive without illegal labor.",0
"Could Farms Survive Without Illegal Labor? If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables? Farms depend on having a supply of unskilled workers who will work seasonal jobs with long hours and bad conditions without advancement opportunities. And since there are a class of Americans who've already demonstrated they're okay with long hours and bad conditions, Farms couldn't survive without illegal labor.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? All evidence supports that humans are omnivores. And since omnivores eat a lot of meat, Veganism is not good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? All evidence supports that humans are omnivores. And since omnivores eat a lot of vegetables, Veganism is not good for everyone.",1
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Intramural and interscholastic have a place but not college sports which just train athletes for professional teams. And since college's purpose isn't to train athletes, Drop sports program in undergraduate schools.",0
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Intramural and interscholastic have a place but not college sports which just train athletes for professional teams. And since college sports train athletes, Drop sports program in undergraduate schools.",1
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Some of these practices are nothing short of child abuse, plain and simple. And since few who are abused grow up to become great people, Extreme parenting is counterproductive.",0
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Some of these practices are nothing short of child abuse, plain and simple. And since some people who are abused grow up to become great people, Extreme parenting is counterproductive.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Language programs assist in communication between international companies. And since all international companies should just speak several languages, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Language programs assist in communication between international companies. And since all international companies should just speak English, Colleges need humanities programs.",1
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Colorado legalizing marijuana had little impact on society. And since any negative impact on society when it comes to drugs is not too much, Colorado didn't go too far with pot.",0
"Did Colorado Go Too Far With Pot? Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach? Colorado legalizing marijuana had little impact on society. And since any negative impact on society when it comes to drugs is too much, Colorado didn't go too far with pot.",1
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? The government is regulated by banks and corporations instead of governments actually regulating banks. And since big banks are the ones regulating the government, Big banks are out of control.",0
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? The government is regulated by banks and corporations instead of governments actually regulating banks. And since small banks are the ones regulating the government, Big banks are out of control.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Vegan diets are rich in vitamins. And since vitamins don't require high protein diets for digestion, Veganism is good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Vegan diets are rich in vitamins. And since vitamins require high protein diets for digestion, Veganism is good for everyone.",1
"Should College Be for Everyone? Should as many people as possible be encouraged to attend college, or is the value of higher education exaggerated? Not everyone can be a scientist or a doctor and I am tired of advising these below average and unrealistic students. And since we can't make a college for garbage men, College not free for everyone.",0
"Should College Be for Everyone? Should as many people as possible be encouraged to attend college, or is the value of higher education exaggerated? Not everyone can be a scientist or a doctor and I am tired of advising these below average and unrealistic students. And since we can make a college for garbage men, College not free for everyone.",1
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? Without the CIA, there would be more terrorism on US soil. And since they prevent terrorism, We need the C.I.A..",0
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? Without the CIA, there would be more terrorism on US soil. And since terrorism would be here anyway, We need the C.I.A..",1
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? The number of city-bound cyclists to Manhattan has almost doubled in the last seven years. And since cyclists are not causing havoc to street traffic, New York's bike lanes are working.",0
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? The number of city-bound cyclists to Manhattan has almost doubled in the last seven years. And since cyclists are causing havoc to street traffic, New York's bike lanes are working.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries are essential for references and can provide a joy never experienced on the internet. And since people can't get accurate references online elsewhere, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries are essential for references and can provide a joy never experienced on the internet. And since people can get references online elsewhere, We need libraries.",1
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Overnight charging will be easy. And since it will cause your gas bill to get much lower, Electric cars will succeed.",0
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Overnight charging will be easy. And since it will cause your home electricity bill to get much higher, Electric cars will succeed.",1
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool can provide substantial early childhood education. And since early education is worth the cost, Public preschool is a smart investment.",0
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool can provide substantial early childhood education. And since even early education isn't worth the cost, Public preschool is a smart investment.",1
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? The CIA has historically been involved in war crimes and torture. And since the above activities are never needed, We don't need the C.I.A..",0
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? The CIA has historically been involved in war crimes and torture. And since the above activities are sometimes needed, We don't need the C.I.A..",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Public schools earn their funding by the number of students who are actually enrolled, therefore, anyone who doesn't enroll should not get to use services paid for with that money. And since their parents do not pay taxes, Home-schoolers should not play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Public schools earn their funding by the number of students who are actually enrolled, therefore, anyone who doesn't enroll should not get to use services paid for with that money. And since their parents still pay taxes, Home-schoolers should not play for high school teams.",1
"Can Wal-Mart Make Us Healthier? How the company's plan to cut salt, sugar and fat from its food might affect our diets. A healthy food initiative is a great way for Wal-Mart to show its loyalty to customers. And since Wal-Mart wants to get customers and cares about their health, Wal-Mart can make us healthier.",0
"Can Wal-Mart Make Us Healthier? How the company's plan to cut salt, sugar and fat from its food might affect our diets. A healthy food initiative is a great way for Wal-Mart to show its loyalty to customers. And since Wal-Mart only wants to get customers and doesn't care about their health, Wal-Mart can make us healthier.",1
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Too much money is spent on a few gifted athletes while almost nothing is spent on gifted students. And since gifted students are on scholarship and need money, Drop sports program in undergraduate schools.",0
"Dropping the Ball Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs? Too much money is spent on a few gifted athletes while almost nothing is spent on gifted students. And since gifted students are on scholarship and do not need money, Drop sports program in undergraduate schools.",1
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. A person should be part of a country he/she shares a culture. And since there is room in a person's heart for more than one culture, Dual citizenship should be allowed.",0
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. A person should be part of a country he/she shares a culture. And since there is no room in a person's heart for more than one culture, Dual citizenship should be allowed.",1
"Do We Need to Hear From the Candidate's Spouse? What role should spouses of the nominees play at conventions? Is it appropriate (or useful) for them to give speeches? The spouses are a reflection of the strength of the candidate, by how they chose to marry the candidate. And since that strength will not always be apparent in any other aspects of a political campaign, We need to hear from candidate's spouse.",0
"Do We Need to Hear From the Candidate's Spouse? What role should spouses of the nominees play at conventions? Is it appropriate (or useful) for them to give speeches? The spouses are a reflection of the strength of the candidate, by how they chose to marry the candidate. And since that strength will doubtlessly be apparent in many other aspects of a political campaign, We need to hear from candidate's spouse.",1
"Adulthood, Delayed or Forgone? Are young people being smart by delaying the rituals of adult life, or are they being irresponsible? Young adults need to pay their own bills. And since it takes barely any time to get established and financially stable, Young people are being irresponsible by delaying the rituals of adult life.",0
"Adulthood, Delayed or Forgone? Are young people being smart by delaying the rituals of adult life, or are they being irresponsible? Young adults need to pay their own bills. And since it takes time to get established and financially stable, Young people are being irresponsible by delaying the rituals of adult life.",1
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? By legalizing prostitution, it can provide safeguards and protections. And since safeguards can protect citizens from the criminal activity that results from legal prostitution, Prostitution is safer when it's legal.",0
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? By legalizing prostitution, it can provide safeguards and protections. And since no amount of safeguards can protect citizens from the criminal activity that results from legal prostitution, Prostitution is safer when it's legal.",1
"Is Privatization a Bad Deal for Cities and States? To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers. Due to a lack of oversight billions of taxpayer dollars were awarded to corporations linked to republicans. And since corporations getting wealthier is not good for their surrounding communities, Privatization is a bad deal for cities and states.",0
"Is Privatization a Bad Deal for Cities and States? To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers. Due to a lack of oversight billions of taxpayer dollars were awarded to corporations linked to republicans. And since corporations getting wealthier is good for their surrounding communities, Privatization is a bad deal for cities and states.",1
"Do We Need More Advice About Eating Well? Maybe Americans would be healthier if we understood nutrition better. Or maybe we know enough, and eat poorly for other reasons. Some kids are not taught by parents how to cook, and many schools have done away with home economics in favor of science and math. And since some kids don't know how to cook at home, We need more advice about eating well.",0
"Do We Need More Advice About Eating Well? Maybe Americans would be healthier if we understood nutrition better. Or maybe we know enough, and eat poorly for other reasons. Some kids are not taught by parents how to cook, and many schools have done away with home economics in favor of science and math. And since some kids know how to cook at home, We need more advice about eating well.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Public Libraries are good for those less fortunate, providing a nearly free source of different media's. And since the less fortunate should not have to do without in the time of economic cutbacks, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Public Libraries are good for those less fortunate, providing a nearly free source of different media's. And since the less fortunate may have to do without in the time of economic cutbacks, We need libraries.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Vaccinations can cause polio even in the weakened form. And since this is not a ridiculous myth that has no basis in reality and is in every way not factually incorrect, Vaccination should not be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Vaccinations can cause polio even in the weakened form. And since this is a ridiculous myth that has no basis in reality and is in every way factually incorrect, Vaccination should not be mandatory for all children.",1
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Regime change in Libya led to the murder of a US Ambassador, and attacking Syria could have similar results. And since doing so would make a statement that the US is intimidated by possible repercussions, US should not attack Syria.",0
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Regime change in Libya led to the murder of a US Ambassador, and attacking Syria could have similar results. And since doing so would make a statement that the US is not intimidated by possible repercussions, US should not attack Syria.",1
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. Disasters are locally handled by officials and neighbors. And since those local officials and citizens don't need a government agency support in addition their own self-sufficience, We don't need FEMA.",0
"Do We Really Need FEMA? Should the states, or private companies, take over FEMA's responsibilities for emergency response. Disasters are locally handled by officials and neighbors. And since those local officials and citizens need government agency support in addition to and in support of their own self-sufficience, We don't need FEMA.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Human bodies are designed as omnivores. And since eating plants is only half of what it means to be an omnivore, Veganism is not good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Human bodies are designed as omnivores. And since eating plants is half of what it means to be an omnivore person and 50 percent isn't bad!, Veganism is not good for everyone.",1
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? Raising the rim would further increase the advantage of taller players, not decrease it. And since there are many short players, Rim should not be raised.",0
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? Raising the rim would further increase the advantage of taller players, not decrease it. And since there aren't many short players anyway, Rim should not be raised.",1
"To Tip or Not to Tip Should restaurants do away with tipping? Getting rid of tips would create another problem for the American worker. And since the worker in this field has chosen to work in this risky business, To tip.",0
"To Tip or Not to Tip Should restaurants do away with tipping? Getting rid of tips would create another problem for the American worker. And since the worker in this field has unwisely chosen to work in this risky business, To tip.",1
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? It would be an awkward shot for those who are average height and not in the NBA. And since the NBA don't matter, Rim should not be raised.",0
"Raise the Rim? Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised? It would be an awkward shot for those who are average height and not in the NBA. And since the NBA is all that matters, Rim should not be raised.",1
"Has NATO Outlived Its Usefulness? With the Soviet Union gone and austerity challenging security, should we disband NATO? NATO should be disbanded and replaced with a more modern organization. And since there are other alternatives on the table, We should disband NATO.",0
"Has NATO Outlived Its Usefulness? With the Soviet Union gone and austerity challenging security, should we disband NATO? NATO should be disbanded and replaced with a more modern organization. And since there are no other alternatives on the table, We should disband NATO.",1
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Homeowner's without children pay school taxes too. And since people with children in public schools pay a tax, Home schoolers do not deserve a tax break.",0
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Homeowner's without children pay school taxes too. And since people without children in public schools shouldn't pay a tax, Home schoolers do not deserve a tax break.",1
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? The root of gambling's appeal is greed. And since not every industry is founded on greed, Casinos are too much of a gamble.",0
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? The root of gambling's appeal is greed. And since every industry is founded on greed, Casinos are too much of a gamble.",1
"Has Globalization Ruined Street Style? While some cities have a unique fashion sense, others seem oddly familiar. Is the Internet to blame? People from different parts of the world are starting to reflect the same clothing trends as in NYC. And since the whole world wants to be NYC, Globalization has ruined street style.",0
"Has Globalization Ruined Street Style? While some cities have a unique fashion sense, others seem oddly familiar. Is the Internet to blame? People from different parts of the world are starting to reflect the same clothing trends as in NYC. And since the whole world does not want to be NYC, Globalization has ruined street style.",1
"Has Facebook Ruined Love? Are tweets, status updates and tagged photographs encouraging romance or ruining it? You aren't interacting with people on phones, you are interacting with technology. And since romantic people today don't prefer the comfort of technology, Social media ruin romance.",0
"Has Facebook Ruined Love? Are tweets, status updates and tagged photographs encouraging romance or ruining it? You aren't interacting with people on phones, you are interacting with technology. And since romantic people today prefer the comfort of technology, Social media ruin romance.",1
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? Companies have a right to align themselves with healthier individuals if they so choose, which doesn't penalize obese people but instead might motivate them. And since companies will not start letting healthy employees shoot the obese ones, Legislation should not protect obese.",0
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? Companies have a right to align themselves with healthier individuals if they so choose, which doesn't penalize obese people but instead might motivate them. And since companies might start letting healthy employees shoot the obese ones, Legislation should not protect obese.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure allows for protecting the good and firing the bad teachers. And since good and bad is objective when it comes to teachers, as there is a consistent rating system, Tenure provides stability.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Tenure allows for protecting the good and firing the bad teachers. And since good and bad is subjective when it comes to teachers, as there is no consistent rating system, Tenure provides stability.",1
"Are Court Stenographers Necessary? After a New York court reporter left behind an incomplete record, some are asking whether it still makes sense to use stenographers in legal proceedings. Somebody still needs to transcribe audio recordings. And since the transcription cannot be done by machine, Court stenographers are necessary.",0
"Are Court Stenographers Necessary? After a New York court reporter left behind an incomplete record, some are asking whether it still makes sense to use stenographers in legal proceedings. Somebody still needs to transcribe audio recordings. And since the transcription can be done by machine, Court stenographers are necessary.",1
"Has Facebook Ruined Love? Are tweets, status updates and tagged photographs encouraging romance or ruining it? Private moments are now publicized where anybody can comment. And since people can share their love and devotion to someone special it makes it mean less, Social media ruin romance.",0
"Has Facebook Ruined Love? Are tweets, status updates and tagged photographs encouraging romance or ruining it? Private moments are now publicized where anybody can comment. And since people can share their love and devotion to someone special it makes it mean even more, Social media ruin romance.",1
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Not using the public system does not exempt home schoolers from supporting it. And since There aren't any non-financial ways to support the public school system,, Home schoolers do not deserve a tax break.",0
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Not using the public system does not exempt home schoolers from supporting it. And since There are non-financial ways to support the public school system,, Home schoolers do not deserve a tax break.",1
"Can Wal-Mart Make Us Healthier? How the company's plan to cut salt, sugar and fat from its food might affect our diets. A healthy food initiative is a great way for Wal-Mart to show its loyalty to customers. And since Walmart has good intention of starting a healthy food initiative, Wal-Mart can make us healthier.",0
"Can Wal-Mart Make Us Healthier? How the company's plan to cut salt, sugar and fat from its food might affect our diets. A healthy food initiative is a great way for Wal-Mart to show its loyalty to customers. And since Walmart has no intention of starting a healthy food initiative, Wal-Mart can make us healthier.",1
"Should Internet Gambling Be Legalized? The potential boon for cash-strapped states versus the social costs associated with addiction. The lottery and gambling and harmful to individuals and families that waste their money on them. And since a family man or woman would gamble often, Internet gambling should not be legalized.",0
"Should Internet Gambling Be Legalized? The potential boon for cash-strapped states versus the social costs associated with addiction. The lottery and gambling and harmful to individuals and families that waste their money on them. And since a family man or woman would never gamble, Internet gambling should not be legalized.",1
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Regime change in Libya led to the murder of a US Ambassador, and attacking Syria could have similar results. And since we've got far too few ambassadors as it is, US should not attack Syria.",0
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Regime change in Libya led to the murder of a US Ambassador, and attacking Syria could have similar results. And since we've got far too many ambassadors as it is, US should not attack Syria.",1
"There She Is, Miss America In 1968, feminists gathered in Atlantic City to protest the Miss America pageant, calling it racist and sexist. Is this beauty contest bad for women? Miss America gives honors and education scholarships. And since these are given to women, Miss America is good for women.",0
"There She Is, Miss America In 1968, feminists gathered in Atlantic City to protest the Miss America pageant, calling it racist and sexist. Is this beauty contest bad for women? Miss America gives honors and education scholarships. And since these are given on the basis of beauty, and not merit, Miss America is good for women.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. I believe salt preference is personal taste and you should be able to decide for yourself. And since a chef does not know better than you the proper amount of salt that is tasty, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. I believe salt preference is personal taste and you should be able to decide for yourself. And since a chef knows better than you the proper amount of salt that is safe and tasty, Salt should have a place at the table.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. It is important seasoning and can be used in moderation. And since many people don't use salt heavier than moderation, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. It is important seasoning and can be used in moderation. And since many people use salt heavier than moderation, Salt should have a place at the table.",1
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? They operate in such a large economy that it makes it almost impossible for smaller banks to succeed. And since it will make small banks unnecessary in a large economy, Big banks are out of control.",0
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? They operate in such a large economy that it makes it almost impossible for smaller banks to succeed. And since smaller banks aren't necessary in a large economy, Big banks are out of control.",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Playing with high school teams allows home-schoolers to have more social interaction. And since home-schooled children would associate with public school children, Home-schoolers should play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? Playing with high school teams allows home-schoolers to have more social interaction. And since home-schooled children would rather not associate with public school children, Home-schoolers should play for high school teams.",1
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? The areas around the casinos do not benefit. And since the casinos are usally located in populated areas, Casinos are too much of a gamble.",0
"Are Casinos Too Much of a Gamble? Do the economic and fiscal benefits of casinos outweigh their social and economic costs? The areas around the casinos do not benefit. And since the casinos are usally located in non populated areas, Casinos are too much of a gamble.",1
